spectrum_lambda,seed,method,noise_bin,sigma,n,score_error,unweighted_score_error,reference_error,relative_to_gaussian,dsm_pixel_mean,frequency_band_0,frequency_band_1,frequency_band_2,frequency_band_3
0.0,42,fourier_gaussian,0,0.12079870700836182,2048,0.030764004045061154,2.108231452648122,0.03565451925436876,0.8628360356111556,0.9766203347497189,0.0321405528972205,0.030270401438761845,0.030922004848936896,0.03027987850152969
0.0,42,fourier_gaussian,1,0.17627345025539398,2048,0.06021652210071611,1.93794683325073,0.07062852952278358,0.8525807135952232,0.9613910621134805,0.06318053147659483,0.058994117002449734,0.060594596749095744,0.05931473283937849
0.0,42,fourier_gaussian,2,0.25722402334213257,2048,0.110690262182645,1.6729631011970332,0.1303109032261315,0.8494320846703183,0.9221899839572494,0.11244005188208568,0.1092006679442995,0.1116266342797559,0.10882891862870661
0.0,42,fourier_gaussian,3,0.37534967064857483,2048,0.18174985249930672,1.290036471820599,0.2130675386971535,0.8530152157886397,0.8410240327485289,0.19746153870369124,0.17671963441746305,0.18263939455992226,0.17860325563560123
0.0,42,fourier_gaussian,4,0.547722578048706,2048,0.24508752247815513,0.8169583469768744,0.2890845317855631,0.8478057299169365,0.7246591633034873,0.25804342185432527,0.2391599896615295,0.2475110197867983,0.23927220244385433
0.0,42,fourier_gaussian,5,0.7992547750473022,2048,0.2571057097966022,0.402477162368208,0.30466454971205226,0.8438976902288127,0.5600427665203359,0.2725195031804446,0.24785557348131415,0.25997302129998434,0.2541551123533138
0.0,42,fourier_gaussian,6,1.166298747062683,2048,0.21492991862075794,0.1580073378799879,0.2504236771564499,0.8582651651045058,0.3866052851173686,0.23119807398983783,0.21185926713672862,0.21420581847057538,0.21408647995467753
0.0,42,fourier_gaussian,7,1.7019013166427612,2048,0.11519803778583321,0.039771899480025484,0.13086405695532416,0.8802878381277818,0.24072128317226388,0.1217330289783882,0.11174764264507114,0.11590003138675303,0.11504954710340483
0.0,42,fourier_gaussian,8,2.4834699630737305,2048,0.027196665065788328,0.0044095861261759526,0.030352925026432047,0.8960146358910988,0.13628378606155356,0.02857036878286151,0.02617398895388176,0.027414893045709647,0.02742717038665661
0.0,42,scalar_normalized,0,0.12079870700836182,2048,0.026838751965272026,1.839237212429498,0.03565451925436876,0.7527447439074212,0.9733214523650235,0.026310782652546084,0.026558518224770893,0.02721794864256587,0.026197740785678394
0.0,42,scalar_normalized,1,0.17627345025539398,2048,0.051607786074143944,1.66089209579706,0.07062852952278358,0.7306931975342363,0.9525624681116289,0.050542065986062534,0.05114013522449569,0.0522785489678285,0.0504972389240889
0.0,42,scalar_normalized,2,0.25722402334213257,2048,0.0939517301038729,1.419978367185091,0.1303109032261315,0.7209813436780212,0.9053350642167981,0.0907668601492571,0.09414889718849312,0.0951167561030109,0.09096937370925783
0.0,42,scalar_normalized,3,0.37534967064857483,2048,0.15313020435649632,1.0868979855594398,0.2130675386971535,0.7186932617368339,0.8114934940147218,0.15465988859219254,0.14973071089461013,0.15511808038823488,0.15081416981567258
0.0,42,scalar_normalized,4,0.547722578048706,2048,0.2061668101326953,0.6872226488907209,0.2890845317855631,0.7131713649958469,0.6860410560052902,0.20220066834533515,0.20188722919215177,0.20946370072265458,0.2035234461245712
0.0,42,scalar_normalized,5,0.7992547750473022,2048,0.21780396785713432,0.3409536217808038,0.30466454971205226,0.7148976409069827,0.5197126616659103,0.21303106688435722,0.21071616983688765,0.2226050553388345,0.21491866772491497
0.0,42,scalar_normalized,6,1.166298747062683,2048,0.18415593251127704,0.13538361172627977,0.2504236771564499,0.7353774794874021,0.3544985195928536,0.18379676308160073,0.1841207769759341,0.18461927336579306,0.18266757102909065
0.0,42,scalar_normalized,7,1.7019013166427612,2048,0.10111924729259146,0.03491122432392131,0.13086405695532416,0.7727045121878858,0.2268779363889848,0.10024657527692767,0.09863017299694203,0.10260904134612231,0.10040097518022047
0.0,42,scalar_normalized,8,2.4834699630737305,2048,0.024262079825310527,0.0039337812313041285,0.030352925026432047,0.7993325125727597,0.13374819754715211,0.0238707587790136,0.023535811214500185,0.02461220131163636,0.024447943433018544
0.0,42,score,0,0.12079870700836182,2048,0.006460912558677971,0.4427609308938731,0.03565451925436876,0.18120879747625018,0.9537778524769106,0.006301218774418679,0.006536551193217801,0.00641750522405184,0.006579145908227718
0.0,42,score,1,0.17627345025539398,2048,0.012485337516428888,0.40181530679504573,0.07062852952278358,0.1767747056435789,0.913619168579137,0.012622361406277639,0.01265426855456414,0.01234257219598735,0.012648226942607182
0.0,42,score,2,0.25722402334213257,2048,0.02328733152237189,0.3519627254833535,0.1303109032261315,0.17870593285629252,0.833992979415366,0.02292531871737969,0.023509746094808784,0.023200980067928333,0.02341926266871102
0.0,42,score,3,0.37534967064857483,2048,0.04181585293080162,0.2968034066560034,0.2130675386971535,0.19625632879834012,0.7001836661985102,0.0437186303304329,0.041964256977398126,0.04132902919067374,0.04233403686642908
0.0,42,score,4,0.547722578048706,2048,0.0621962879860542,0.20732094440145712,0.2890845317855631,0.21514913856473689,0.540259360469483,0.06170018022003561,0.06236672104652089,0.06198075411773327,0.06298315036222513
0.0,42,score,5,0.7992547750473022,2048,0.07075035927710366,0.11075368128116235,0.30466454971205226,0.23222379940157784,0.3732345925732853,0.07373066829547098,0.06987353597285186,0.07020096155582521,0.07272893153262143
0.0,42,score,6,1.166298747062683,2048,0.08238584893487746,0.060566573293838244,0.2504236771564499,0.32898586056384616,0.25338855759624684,0.08249606160193305,0.08337219909139015,0.08154797412611905,0.08373641311913357
0.0,42,score,7,1.7019013166427612,2048,0.07776285002166983,0.02684747339266305,0.13086405695532416,0.5942261903756918,0.20369493059505597,0.07996794286490003,0.07732105211662918,0.07758653122020526,0.0779893101899248
