spectrum_lambda,seed,method,noise_bin,sigma,n,score_error,unweighted_score_error,reference_error,relative_to_gaussian,dsm_pixel_mean,frequency_band_0,frequency_band_1,frequency_band_2,frequency_band_3
1.0,43,fourier_gate_s1p5_p4,12,1.875,1024,0.04689008465662975,0.013337624080108017,0.05343565402748417,0.8775055814328059,0.16303744126020867,0.13663373590667358,0.07706855421879552,0.027925352211854146,0.015026432865240786
1.0,43,fourier_gate_s1p5_p4,13,2.0,1024,0.03842777297442857,0.009606943243607143,0.04298544785916096,0.8939716785162896,0.1519323234282795,0.11624385894113629,0.0633637465463141,0.02237937010382463,0.01149329415407604
1.0,43,fourier_gate_s1p5_p4,14,2.125,1024,0.031942162449739256,0.007073696874682742,0.03455925081612765,0.9242724218672274,0.1408470901773159,0.09853564174241342,0.05276481000140897,0.01835389009331063,0.00926121831957119
1.0,43,fourier_gate_s1p5_p4,15,2.25,1024,0.02594226567014725,0.005124398157066124,0.027392517260649743,0.9470566513948746,0.1313804288165038,0.08286506801901376,0.04254220591305374,0.014655162828456778,0.007447648001996075
1.0,43,fourier_gate_s1p5_p4,16,2.375,1024,0.021191074168830284,0.003756866334640272,0.022049406552376714,0.9610723136013876,0.12122887790813676,0.07028658347727694,0.03413557567215776,0.01186929374751539,0.00611895902763399
1.0,43,fourier_gate_s1p5_p4,17,2.5,1024,0.016423177169187234,0.0026277083470699573,0.01654586800333205,0.9925848052142016,0.11244322635988384,0.05223498429478003,0.02709373006591466,0.009256599735040458,0.004631593923119196
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.5,1024,0.08052298031923213,0.32209192127692854,0.25451124087094984,0.3163828051117844,0.4626739342120426,0.07453134439209416,0.11052834005085078,0.07472108272072321,0.05242708501690942
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.625,1024,0.10222490550971366,0.261695758104867,0.245662157011717,0.4161198727276419,0.40485398790800403,0.11195342078836068,0.15204201925831104,0.08768343255163587,0.06319087042125276
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.75,1024,0.1208579662697879,0.21485860670184515,0.2272133861828322,0.5319139347385848,0.36417495065295596,0.14710279015672295,0.18840692046099033,0.09597931221843758,0.0801765052977875
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.800000011920929,1024,0.12862983339013645,0.20098410868229497,0.22092399094548656,0.5822356949086445,0.35722745187071425,0.16972319816608275,0.20980463293445645,0.09808310200932698,0.0768881945410999
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,4,0.875,1024,0.12269347355845107,0.1602527001579769,0.20802849885256244,0.5897916594851195,0.32435052337449244,0.17558003386738436,0.1992194935924121,0.09544428055658143,0.06020718911128726
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5,1.0,1024,0.1372055400050229,0.1372055400050229,0.18866346927700323,0.7272501694727784,0.3096395038005897,0.20947892391672598,0.2387499533229953,0.1013150259270247,0.05211664511678584
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,6,1.125,1024,0.12760696967455532,0.1008252599897721,0.16656224675733286,0.7661218082658785,0.2801088254528641,0.20793888649901188,0.22495658685808015,0.09155229819957993,0.04611867757349793
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,7,1.25,1024,0.11535830165387256,0.07382931305847844,0.14418740701494248,0.8000580913554934,0.2502887169832955,0.2151903733871273,0.20040480115575754,0.08020437781785258,0.041505974957010985
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,8,1.375,1024,0.10101375482504632,0.05342876288266913,0.12185080469494965,0.828995385610556,0.2331574653220983,0.2074152616327421,0.1766305903602025,0.06739070513145856,0.03449228671182474
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,9,1.5,1024,0.08826865933811634,0.03923051526138504,0.10209634070744247,0.8645624194411686,0.21699360019685454,0.1901361563062595,0.1538420120456329,0.057490711621037825,0.031373003140304
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,10,1.625,1024,0.07399439344820677,0.028021545447841616,0.08421561102624589,0.8786303696727479,0.19600175548018078,0.175361145664999,0.12743473797871435,0.04677531475227493,0.025502104791495783
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,11,1.75,1024,0.06216859347798641,0.020299948890771073,0.06931799879163486,0.8968607657711084,0.18026275969796768,0.15699284603101588,0.10489733674492324,0.03882602710473686,0.021709271439580735
