spectrum_lambda,seed,method,noise_bin,sigma,n,score_error,unweighted_score_error,reference_error,relative_to_gaussian,dsm_pixel_mean,frequency_band_0,frequency_band_1,frequency_band_2,frequency_band_3
0.0,42,scalar_gate_s1p5_p4_linear_sigma,0,0.12079870700836182,2048,0.005138993334266473,0.35217091268029976,0.035747755140342445,0.1437570922731022,0.9499449809398752,0.005177457307617504,0.0050778189361238854,0.005164631318236384,0.005129524339660844
0.0,42,scalar_gate_s1p5_p4_linear_sigma,1,0.17627345025539398,2048,0.00892709951670099,0.28730062173914667,0.07114193066756565,0.125482952640347,0.9080018265901444,0.008593860662224156,0.008714787558965084,0.009046267476525587,0.00903948562360348
0.0,42,scalar_gate_s1p5_p4_linear_sigma,2,0.25722402334213257,2048,0.015998465141525656,0.24179942598198872,0.13129445366788273,0.1218517971977304,0.8212302256220555,0.015932361750476194,0.015718504417667936,0.016063281949782807,0.01628803370332874
0.0,42,scalar_gate_s1p5_p4_linear_sigma,3,0.37534967064857483,2048,0.027980546112866087,0.19860222437975858,0.21340661441016526,0.13111377166167762,0.6889472931412665,0.027970715265231726,0.027500993452538654,0.028264148407000648,0.02776715931318119
0.0,42,scalar_gate_s1p5_p4_linear_sigma,4,0.547722578048706,2048,0.04436974710023481,0.14789914590621656,0.28924139061285287,0.15340040720390305,0.5278002375121393,0.043770687923133836,0.04428655859415265,0.04451612956017151,0.04429744802745392
0.0,42,scalar_gate_s1p5_p4_linear_sigma,5,0.7992547750473022,2048,0.06450750919050022,0.10098102944105343,0.3082736736339796,0.20925403207505633,0.3716967845460101,0.06373866706135696,0.06405585457832363,0.06451164761152448,0.06572195120446876
0.0,42,scalar_gate_s1p5_p4_linear_sigma,6,1.166298747062683,2048,0.09325905595778218,0.06856009279513504,0.2506044121375131,0.37213652849259704,0.26829320549384295,0.0929174450690017,0.0944966414105235,0.09296033328427795,0.0923771957465806
0.0,42,scalar_gate_s1p5_p4_linear_sigma,7,1.7019013166427612,2048,0.07842429317524632,0.027075835360639476,0.13251490751599862,0.5918148730985463,0.20210350969483085,0.07669816202504084,0.07682331839755452,0.07938893989669427,0.0785852113602315
0.0,42,scalar_gate_s1p5_p4_linear_sigma,8,2.4834699630737305,2048,0.02680863921896657,0.0043466727731378526,0.030356578944054555,0.8831245203345661,0.13582036405979867,0.026116707188951694,0.02717233144698618,0.02676658546195601,0.026705351690090987
0.0,42,fourier_gate_s1p5_p4_linear_sigma,0,0.12079870700836182,2048,0.005138992492436755,0.3521708549904137,0.035747755140342445,0.14375706872393906,0.9499449823983868,0.005177455791831375,0.0050778173799505355,0.005164630752169113,0.005129524100426338
0.0,42,fourier_gate_s1p5_p4_linear_sigma,1,0.17627345025539398,2048,0.00892709712008646,0.2873005446089608,0.07114193066756565,0.12548291895255545,0.9080018267679579,0.008593857233031018,0.008714784282397341,0.00904626527781817,0.009039484617355882
0.0,42,fourier_gate_s1p5_p4_linear_sigma,2,0.25722402334213257,2048,0.01599845954155826,0.24179934134456318,0.13129445366788273,0.12185175454575814,0.8212302218296701,0.015932356913840783,0.01571849851627754,0.016063276830235628,0.01628802640023031
0.0,42,fourier_gate_s1p5_p4_linear_sigma,3,0.37534967064857483,2048,0.027980543125605918,0.19860220317658006,0.21340661441016526,0.13111375766370395,0.6889472887195288,0.02797070797693508,0.02750099110956741,0.02826414599504883,0.027767155396596077
0.0,42,fourier_gate_s1p5_p4_linear_sigma,4,0.547722578048706,2048,0.04436973963302887,0.14789912101553196,0.28924139061285287,0.15340038138738377,0.5278002331329036,0.043770681422060274,0.04428654864717294,0.044516123627377516,0.04429743863532703
0.0,42,fourier_gate_s1p5_p4_linear_sigma,5,0.7992547750473022,2048,0.06450749983366633,0.1009810147937243,0.3082736736339796,0.20925400172269512,0.371696773836762,0.06373864561543896,0.06405584315188581,0.06451164224602955,0.06572193716469703
0.0,42,fourier_gate_s1p5_p4_linear_sigma,6,1.166298747062683,2048,0.09325905074761762,0.06856008896484359,0.2506044121375131,0.37213650770220263,0.26829319807598895,0.0929174298563201,0.0944966356683414,0.09296033021034436,0.0923771889689729
0.0,42,fourier_gate_s1p5_p4_linear_sigma,7,1.7019013166427612,2048,0.07842428827906175,0.027075833670241235,0.13251490751599862,0.591814836150367,0.20210350274201322,0.07669815366509838,0.07682331657682961,0.07938893507605434,0.07858520263548215
0.0,42,fourier_gate_s1p5_p4_linear_sigma,8,2.4834699630737305,2048,0.02680863693878724,0.004346672403436379,0.030356578944054555,0.8831244452213811,0.13582036247983437,0.026116706585396443,0.027172328615177516,0.026766582996836142,0.02670535015779246
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,0,0.12079870700836182,2048,0.005070943276890047,0.3475074991953272,0.035747755140342445,0.14185347463028053,0.9500588132648707,0.0050341940831485025,0.005021465321395734,0.0050893197341047225,0.005109898133703137
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,1,0.17627345025539398,2048,0.008708915274203206,0.2802788036888352,0.07114193066756565,0.12241606591896574,0.9077403273898044,0.008291164925555516,0.008570226516102054,0.008795443500565287,0.008860672182708328
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,2,0.25722402334213257,2048,0.015652571564844467,0.23657162021734193,0.13129445366788273,0.11921730985254407,0.8212678112056999,0.015622901139087325,0.015251369481230456,0.015752546795040387,0.016004619080394324
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,3,0.37534967064857483,2048,0.027633213358338436,0.19613690231739106,0.21340661441016526,0.12948620845100747,0.6879415132748378,0.027435428779631538,0.027381764925641122,0.02781261007420753,0.02751239218913204
