sigma,linear_log_sigma,bounded_log_sigmoid
0.17349719328569094,0.16199919452219122,0.007662445560345456
0.17429254932509095,0.1633439512653209,0.007822068851306915
0.17509155148243347,0.16468870800845062,0.007983988446349894
0.17589421647246678,0.1660334647515803,0.008148227794970375
0.17670056108656407,0.16737822149471002,0.008314810592688918
0.17751060219307438,0.16872297823783983,0.00848376078372986
0.1783243567376756,0.17006773498096944,0.008655102563729117
0.17914184174372927,0.17141249172409928,0.008828860382470976
0.17996307431263597,0.17275724846722895,0.009005058946653668
0.1807880716241939,0.17410200521035862,0.00918372322268466
0.1816168509369579,0.17544676195348843,0.00936487843950525
0.18244942958860014,0.17679151869661802,0.009548550091445035
0.1832858249962736,0.17813627543974783,0.009734763941106702
0.1841260546569757,0.17948103218287756,0.009923546022280759
0.1849701361479147,0.18082578892600723,0.010114922642891199
0.18581808712687745,0.18217054566913696,0.010308920387971836
0.1866699253325985,0.1835153024122667,0.010505566122673681
0.1875256685851314,0.18486005915539636,0.010704886995303711
0.18838533478622155,0.1862048158985261,0.010906910440395195
0.18924894191968042,0.18754957264165584,0.011111664181809755
0.190116508051762,0.1888943293847855,0.011319176235871552
0.1909880513315407,0.19023908612791524,0.011529474914533726
0.19186358999129097,0.19158384287104496,0.011742588828577321
0.1927431423468686,0.19292859961417463,0.011958546890842999
0.1936267267980942,0.19427335635730436,0.012177378319495826
0.1945143618291378,0.19561811310043412,0.012399112641323094
0.19540606600890564,0.19696286984356376,0.012623779695065764
0.19630185799142877,0.19830762658669357,0.012851409634783543
0.19720175651625296,0.1996523833298233,0.013082032933253787
0.19810578040883095,0.20099714007295297,0.013315680385404644
0.19901394858091645,0.20234189681608278,0.013552383111782498
0.1999262800309591,0.20368665355921237,0.013792172562053869
0.20084279384450282,0.2050314103023421,0.014035080518542322
0.2017635091945844,0.2063761670454719,0.014281139099800073
0.20268844534213465,0.20772092378860157,0.014530380764214897
0.20361762163638175,0.2090656805317313,0.014782838313652534
0.20455105751525554,0.21041043727486103,0.015038544897134434
0.20548877250579442,0.2117551940179907,0.015297534014551433
0.20643078622455388,0.21309995076112045,0.015559839520413322
0.20737711837801664,0.21444470750425018,0.0158254956276345
0.2083277887630051,0.21578946424737985,0.016094536911356015
0.20928281726709547,0.21713422099050958,0.016366998312803995
0.21024222386903366,0.21847897773363936,0.016642915143184722
0.2112060286391533,0.21982373447676898,0.01692232308761648
0.21217425173979582,0.2211684912198987,0.01720525820909845
0.21314691342573183,0.22251324796302843,0.017491756952516445
0.21412403404458513,0.2238580047061582,0.017781856148686055
0.21510563403725835,0.2252027614492879,0.018075593018433013
0.2160917339383604,0.22654751819241759,0.01837300517671105
0.2170823543766362,0.2278922749355473,0.01867413063675732
0.21807751607539824,0.22923703167867704,0.018979007814285374
0.21907723985295996,0.2305817884218068,0.01928767553171601
0.22008154662307128,0.23192654516493644,0.01960017302244587
0.2210904573953564,0.23327130190806625,0.019916539935153958
0.2221039932757527,0.23461605865119584,0.02023681633814598
0.22312217546695298,0.2359608153943255,0.02056104272373702
0.22414502526884866,0.23730557213745537,0.0208892600126718
0.225172564078975,0.23865032888058504,0.021221509558583214
0.22620481339295959,0.23999508562371477,0.0215578331524891
0.2272417948049712,0.24133984236684453,0.021898273027326772
0.22828353000817195,0.2426845991099742,0.022242871862525656
0.2293300407951711,0.24402935585310392,0.02259167278861817
0.23038134905848087,0.24537411259623365,0.022944719391888236
0.23143747679097423,0.24671886933936332,0.02330205571905795
