spectrum_lambda,seed,method,steps,score_error,unweighted_score_error,dsm_pixel_mean,gradient_norm_mean,gradient_clip_fraction,test_bank_sha256
0.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.0604587335041927,0.2388311534567915,0.5614599146158348,0.17726859631091357,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.06045872146249601,0.2388311248825371,0.5614599020081077,0.1772685975290835,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,score,5000,0.052955975472308014,0.21346384092442594,0.5534732277105293,0.44525671850666404,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,scalar_gaussian,5000,0.1386313854702392,0.9365504982113941,0.6395654043797131,0.0319257296288386,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,fourier_gaussian,5000,0.13863175359304247,0.9365537782966601,0.6395657509090387,0.03192575275059789,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,scalar_normalized,5000,0.11806380650617283,0.7997254676705501,0.6189461898909207,0.07692612514905632,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,fourier_normalized,5000,0.11806385162408992,0.7997256896752868,0.6189462382298306,0.07692602799721063,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,scalar_gate_s1p5_p4,5000,0.03909985634154825,0.151627219972033,0.5397747331202171,0.2686319178339094,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,42,fourier_gate_s1p5_p4,5000,0.039099853106878704,0.15162720338600247,0.5397747330367151,0.2686318341471255,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.06158005331422583,0.25583250115558853,0.5619865562943747,0.17711000661216678,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.06158004753837301,0.2558325375017014,0.5619865459305242,0.17711001134626567,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,score,5000,0.05322916322885509,0.2126184407044858,0.5537187874506048,0.44104274478703737,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,scalar_gaussian,5000,0.1290667506257591,0.8684858578673983,0.6296600265032323,0.03832482497803867,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,fourier_gaussian,5000,0.1290667581018795,0.8684858709992866,0.6296600363522512,0.03832480532042682,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,scalar_normalized,5000,0.12860159691296388,0.8692882995015027,0.629137604834664,0.07158396186567843,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,fourier_normalized,5000,0.12860160026100476,0.869288320094161,0.6291376108372666,0.07158395214341581,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,scalar_gate_s1p5_p4,5000,0.038854470532890456,0.14947199092132166,0.5394384912412604,0.26710505949035285,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,43,fourier_gate_s1p5_p4,5000,0.03885447187866438,0.14947199128036417,0.5394384906049373,0.267105028866604,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.0614849205780112,0.2573344547897365,0.5624139269906697,0.17698558219745755,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.061484913407569106,0.2573344671231796,0.5624139205316596,0.17698559323698282,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,score,5000,0.0532977421827512,0.2114775222143481,0.5538743159847503,0.4383753305915743,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,scalar_gaussian,5000,0.13224578912345308,0.8899104985468365,0.6328828623642084,0.0359257438108325,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,fourier_gaussian,5000,0.13224653460012215,0.8899171461030154,0.63288361519533,0.035925748154893515,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,scalar_normalized,5000,0.12957160793747452,0.8760703368733267,0.6298900711973334,0.06581401685699821,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,fourier_normalized,5000,0.1295716732134833,0.8760708863079766,0.6298901337509101,0.06581401328742505,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,scalar_gate_s1p5_p4,5000,0.039068193025462515,0.15171184869407064,0.5395751380665835,0.26458442910760643,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.0,44,fourier_gate_s1p5_p4,5000,0.03906819459801775,0.15171187946412992,0.5395751434682966,0.2645844046045095,0.0,778eb5b26b189a6f7ed9a8438343b022b46c8042fd06405c9614c29f1d93cc3f
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.05553425958344407,0.25888095555481305,0.53605872970242,0.20682370122373103,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.059204992280931346,0.2649971226910851,0.5397908547068334,0.18193695432320237,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,score,5000,0.05887726335387793,0.29204846097870374,0.5396018544847663,0.4562077969424427,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,scalar_gaussian,5000,0.08373813342812558,0.6026627249810885,0.5642181016708737,0.09057257791161537,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,fourier_gaussian,5000,0.12650672503584715,0.9847369238309531,0.6066107872890272,0.03814882893413305,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,scalar_normalized,5000,0.09138150680898822,0.7087793140721492,0.5722754159549592,0.14438177500404417,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,fourier_normalized,5000,0.1225706810270433,0.9621944492255808,0.6030928107223616,0.0706086407624185,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,scalar_gate_s1p5_p4,5000,0.043403348062785965,0.20546652371569843,0.5240859227462399,0.2755348287753761,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,42,fourier_gate_s1p5_p4,5000,0.0431561622026555,0.20987575470623343,0.5240691717217634,0.2769074486527592,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.056575433773189396,0.27485282406541894,0.5372920642948712,0.20772144348621369,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.06021924660218964,0.2760870029436281,0.5411110694006191,0.18324140267446637,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,score,5000,0.06001767957760159,0.30082958771997037,0.5407455806691979,0.4513743398994207,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,scalar_gaussian,5000,0.08643743307053571,0.623944327131819,0.5670090918142013,0.0867360148344189,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,fourier_gaussian,5000,0.12825670722266266,1.0018856181536568,0.6087755565302274,0.0364922624707222,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,scalar_normalized,5000,0.09361054459831125,0.7241986094306464,0.5740944378659565,0.14004160055629908,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,fourier_normalized,5000,0.1150123850275771,0.9008999069971535,0.5956098684959615,0.078900501877442,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,scalar_gate_s1p5_p4,5000,0.04294342800909029,0.20446976190718014,0.5237536958503191,0.27893446861989796,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,43,fourier_gate_s1p5_p4,5000,0.04317672323841684,0.21141793021232863,0.5241312869013666,0.28212204038724303,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.0573696354594755,0.2749920051870059,0.5377937792365524,0.20551703933142126,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.060374693946031184,0.2773479586425566,0.5410898996996228,0.1817701727580279,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,score,5000,0.05950777459042424,0.2899165512628608,0.5402484993871942,0.44458394169174137,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,scalar_gaussian,5000,0.09035076944688855,0.6583164167206808,0.5708686579028269,0.08364625063464046,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,fourier_gaussian,5000,0.1334115699381253,1.0331821937527925,0.6137352440213241,0.034519346195086835,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,scalar_normalized,5000,0.09543904293488263,0.7395399916370611,0.5761213956145286,0.1396764502365142,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,fourier_normalized,5000,0.12376814716642365,0.9703296153037674,0.604395464450606,0.07643026588074862,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,scalar_gate_s1p5_p4,5000,0.042527658451706446,0.19909309050107826,0.5232123986895254,0.2750577217619866,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
0.5,44,fourier_gate_s1p5_p4,5000,0.04240928434457023,0.20349539861267008,0.5232695183581646,0.276260268015787,0.0,88351be3524f0d1a6f2da3737dd9067d0276a05387714e353ea6fabfaf4838db
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.0707239620765826,0.6137038779944757,0.4845818575477343,0.2579641346111894,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.06233325437956475,0.4312551356900698,0.4762716468752374,0.19578441604673863,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,score,5000,0.07814267138778022,0.6836012276215105,0.49200102106470883,0.4909241996001452,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,scalar_gaussian,5000,0.07431090238090564,0.6286448864910533,0.48806474884814155,0.1336891015227884,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,fourier_gaussian,5000,0.13454659552602052,1.5706998838372268,0.5482124855956698,0.027027885522507133,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,scalar_normalized,5000,0.07996224032913853,0.8047183180732959,0.49374813391254463,0.20219091011062265,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,fourier_normalized,5000,0.08082475109348448,0.9761534800644489,0.49477632054934223,0.11343523357063531,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,scalar_gate_s1p5_p4,5000,0.05859350599328006,0.4959322980449757,0.4724291775919343,0.3000525168530643,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,42,fourier_gate_s1p5_p4,5000,0.056179067366284224,0.4942266684395288,0.4700133923503973,0.31736539062932134,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,5000,0.0682200676479024,0.5783665587540289,0.4820663389557839,0.2620001773685217,0.0,46cf2fc6b91e3fb0bbcbd7846bdf7e5ba961b460c224ebaac798984c4df2c528
